Name ;Mercury;Venus ;Earth;Mars;Jupiter;Saturn;Uranus;Neptune;Pluto
Color ;#D2D7D3;#F5D76E;#1abc9c;#CF3A24;#BFBFBF;#F3C13A;#89C4F4;#4B77BE;#F27935
